Id,Processor_Manufacturer,Processor,GPU_Manufacturer,Memory_Capacity,Memory_Type
1537,NVidia,GeForce 680,Gainward,4.00000,GDDR5
1538,NVidia,GeForce 680,GALAX,2.00000,GDDR5
1539,NVidia,GeForce 680,GALAX,4.00000,GDDR5
1540,NVidia,GeForce 680,Gigabyte,2.00000,GDDR5
1541,NVidia,GeForce 680,Gigabyte,4.00000,GDDR5
1542,NVidia,GeForce 680,Inno3D,2.00000,GDDR5
1543,NVidia,GeForce 680,Leadtek,2.00000,GDDR5
1544,NVidia,GeForce 680,MSI,2.00000,GDDR5
1545,NVidia,GeForce 680,MSI,4.00000,GDDR5
1546,NVidia,GeForce 680,PNY,2.00000,GDDR5
1547,NVidia,GeForce 680,PNY,4.00000,GDDR5
1548,NVidia,GeForce 680,Sparkle,2.00000,GDDR5
1549,NVidia,GeForce 680,Zotac,2.00000,GDDR5
1550,NVidia,GeForce 680,Zotac,4.00000,GDDR5
1551,NVidia,GeForce 690,Asus,4.00000,GDDR5
1552,NVidia,GeForce 690,EVGA,4.00000,GDDR5
1553,NVidia,GeForce 690,Gainward,4.00000,GDDR5
1554,NVidia,GeForce 690,Gigabyte,4.00000,GDDR5
1555,NVidia,GeForce 710,Asus,1.00000,GDDR3
1556,NVidia,GeForce 710,Asus,1.00000,GDDR5
1557,NVidia,GeForce 710,Asus,2.00000,GDDR3
1558,NVidia,GeForce 710,Asus,2.00000,GDDR5
1559,NVidia,GeForce 710,EVGA,1.00000,GDDR3
1560,NVidia,GeForce 710,EVGA,2.00000,GDDR3
1561,NVidia,GeForce 710,EVGA,2.00000,GDDR5
1562,NVidia,GeForce 710,Gainward,1.00000,GDDR3
1563,NVidia,GeForce 710,Gainward,2.00000,GDDR3
1564,NVidia,GeForce 710,GALAX,1.00000,GDDR3
1565,NVidia,GeForce 710,GALAX,2.00000,GDDR3
1566,NVidia,GeForce 710,Gigabyte,1.00000,GDDR3
1567,NVidia,GeForce 710,Gigabyte,1.00000,GDDR5
1568,NVidia,GeForce 710,Gigabyte,2.00000,GDDR3
1569,NVidia,GeForce 710,Gigabyte,2.00000,GDDR5
1570,NVidia,GeForce 710,Inno3D,1.00000,GDDR3
1571,NVidia,GeForce 710,Inno3D,2.00000,GDDR3
1572,NVidia,GeForce 710,MSI,1.00000,GDDR3
1573,NVidia,GeForce 710,MSI,2.00000,GDDR3
1574,NVidia,GeForce 710,Palit,1.00000,GDDR3
1575,NVidia,GeForce 710,Palit,2.00000,GDDR3
1576,NVidia,GeForce 710,PNY,1.00000,GDDR3
1577,NVidia,GeForce 710,PNY,2.00000,GDDR3
1578,NVidia,GeForce 710,Zotac,1.00000,GDDR3
1579,NVidia,GeForce 710,Zotac,2.00000,GDDR3
1580,NVidia,GeForce 720,Asus,1.00000,GDDR3
1581,NVidia,GeForce 720,Asus,2.00000,GDDR3
1582,NVidia,GeForce 720,EVGA,1.00000,GDDR3
1583,NVidia,GeForce 720,EVGA,2.00000,GDDR3
1584,NVidia,GeForce 720,Gigabyte,1.00000,GDDR3
1585,NVidia,GeForce 720,MSI,1.00000,GDDR3
1586,NVidia,GeForce 720,MSI,1.00000,GDDR5
1587,NVidia,GeForce 720,MSI,2.00000,GDDR3
1588,NVidia,GeForce 720,MSI,2.00000,GDDR5
1589,NVidia,GeForce 720,Palit,1.00000,GDDR3
1590,NVidia,GeForce 720,Palit,2.00000,GDDR3
1591,NVidia,GeForce 720,PNY,1.00000,GDDR3
1592,NVidia,GeForce 720,Zotac,1.00000,GDDR3
1593,NVidia,GeForce 720,Zotac,2.00000,GDDR3
1594,NVidia,GeForce 7200,EVGA,.25000,GDDR2
1595,NVidia,GeForce 7200,EVGA,.50000,GDDR2
1596,NVidia,GeForce 7200,Zotac,.25000,GDDR2
1597,NVidia,GeForce 730,Asus,1.00000,GDDR3
1598,NVidia,GeForce 730,Asus,1.00000,GDDR5
1599,NVidia,GeForce 730,Asus,2.00000,GDDR3
1600,NVidia,GeForce 730,Asus,2.00000,GDDR5
1601,NVidia,GeForce 730,Asus,4.00000,GDDR3
1602,NVidia,GeForce 730,EVGA,1.00000,GDDR3
1603,NVidia,GeForce 730,EVGA,1.00000,GDDR5
1604,NVidia,GeForce 730,EVGA,2.00000,GDDR3
1605,NVidia,GeForce 730,EVGA,2.00000,GDDR5
1606,NVidia,GeForce 730,EVGA,4.00000,GDDR3
1607,NVidia,GeForce 730,Gainward,1.00000,GDDR3
1608,NVidia,GeForce 730,Gainward,2.00000,GDDR3
1609,NVidia,GeForce 730,Gainward,2.00000,GDDR5
1610,NVidia,GeForce 730,Gainward,4.00000,GDDR5
1611,NVidia,GeForce 730,GALAX,1.00000,GDDR5
1612,NVidia,GeForce 730,Gigabyte,1.00000,GDDR3
1613,NVidia,GeForce 730,Gigabyte,1.00000,GDDR5
1614,NVidia,GeForce 730,Gigabyte,2.00000,GDDR3
1615,NVidia,GeForce 730,Gigabyte,2.00000,GDDR5
1616,NVidia,GeForce 730,Inno3D,1.00000,GDDR3
1617,NVidia,GeForce 730,Inno3D,1.00000,GDDR5
1618,NVidia,GeForce 730,Inno3D,2.00000,GDDR3
1619,NVidia,GeForce 730,Inno3D,2.00000,GDDR5
1620,NVidia,GeForce 730,Inno3D,4.00000,GDDR3
1621,NVidia,GeForce 730,MSI,1.00000,GDDR5
1622,NVidia,GeForce 730,MSI,2.00000,GDDR3
1623,NVidia,GeForce 730,MSI,2.00000,GDDR5
1624,NVidia,GeForce 730,MSI,4.00000,GDDR3
1625,NVidia,GeForce 730,Palit,1.00000,GDDR3
1626,NVidia,GeForce 730,Palit,2.00000,GDDR3
1627,NVidia,GeForce 730,Palit,2.00000,GDDR5
1628,NVidia,GeForce 730,Palit,4.00000,GDDR3
1629,NVidia,GeForce 730,Palit,4.00000,GDDR5
1630,NVidia,GeForce 730,PNY,1.00000,GDDR3
1631,NVidia,GeForce 730,PNY,2.00000,GDDR3
1632,NVidia,GeForce 730,Zotac,1.00000,GDDR3
1633,NVidia,GeForce 730,Zotac,1.00000,GDDR5
1634,NVidia,GeForce 730,Zotac,2.00000,GDDR3
1635,NVidia,GeForce 730,Zotac,2.00000,GDDR5
1636,NVidia,GeForce 730,Zotac,4.00000,GDDR3
1637,NVidia,GeForce 730,Zotac,4.00000,GDDR5
1638,NVidia,GeForce 7300,Albatron,.12500,GDDR2
1639,NVidia,GeForce 7300,Gigabyte,.12500,GDDR2
1640,NVidia,GeForce 7300,Inno3D,.25000,GDDR2
1641,NVidia,GeForce 740,Asus,1.00000,GDDR5
1642,NVidia,GeForce 740,Asus,2.00000,GDDR3
1643,NVidia,GeForce 740,Asus,2.00000,GDDR5
1644,NVidia,GeForce 740,EVGA,1.00000,GDDR5
1645,NVidia,GeForce 740,EVGA,2.00000,GDDR3
1646,NVidia,GeForce 740,EVGA,2.00000,GDDR5
1647,NVidia,GeForce 740,EVGA,4.00000,GDDR3
1648,NVidia,GeForce 740,EVGA,4.00000,GDDR5
1649,NVidia,GeForce 740,Gainward,1.00000,GDDR5
1650,NVidia,GeForce 740,GALAX,1.00000,GDDR5
1651,NVidia,GeForce 740,Gigabyte,1.00000,GDDR5
1652,NVidia,GeForce 740,Gigabyte,2.00000,GDDR3
1653,NVidia,GeForce 740,Gigabyte,2.00000,GDDR5
1654,NVidia,GeForce 740,MSI,1.00000,GDDR5
1655,NVidia,GeForce 740,MSI,2.00000,GDDR3
1656,NVidia,GeForce 740,MSI,2.00000,GDDR5
1657,NVidia,GeForce 740,MSI,4.00000,GDDR3
1658,NVidia,GeForce 740,Palit,2.00000,GDDR3
1659,NVidia,GeForce 740,PNY,1.00000,GDDR3
1660,NVidia,GeForce 740,Zotac,1.00000,GDDR5
1661,NVidia,GeForce 740,Zotac,2.00000,GDDR3
1662,NVidia,GeForce 740,Zotac,2.00000,GDDR5
1663,NVidia,GeForce 750,Asus,1.00000,GDDR5
1664,NVidia,GeForce 750,Asus,2.00000,GDDR5
1665,NVidia,GeForce 750,Asus,4.00000,GDDR5
1666,NVidia,GeForce 750,EVGA,1.00000,GDDR5
1667,NVidia,GeForce 750,EVGA,2.00000,GDDR5
1668,NVidia,GeForce 750,Gainward,1.00000,GDDR5
1669,NVidia,GeForce 750,GALAX,2.00000,GDDR5
1670,NVidia,GeForce 750,Gigabyte,1.00000,GDDR5
1671,NVidia,GeForce 750,Gigabyte,2.00000,GDDR5
1672,NVidia,GeForce 750,Inno3D,1.00000,GDDR5
1673,NVidia,GeForce 750,MSI,1.00000,GDDR5
1674,NVidia,GeForce 750,MSI,2.00000,GDDR5
1675,NVidia,GeForce 750,Palit,2.00000,GDDR5
1676,NVidia,GeForce 750,PNY,1.00000,GDDR5
1677,NVidia,GeForce 750,Zotac,1.00000,GDDR5
1678,NVidia,GeForce 750,Zotac,2.00000,GDDR5
1679,NVidia,GeForce 750 Ti,Asus,2.00000,GDDR5
1680,NVidia,GeForce 750 Ti,Asus,4.00000,GDDR5
1681,NVidia,GeForce 750 Ti,EVGA,2.00000,GDDR5
1682,NVidia,GeForce 750 Ti,GALAX,2.00000,GDDR5
1683,NVidia,GeForce 750 Ti,Gigabyte,1.00000,GDDR5
1684,NVidia,GeForce 750 Ti,Gigabyte,2.00000,GDDR5
1685,NVidia,GeForce 750 Ti,Gigabyte,4.00000,GDDR5
1686,NVidia,GeForce 750 Ti,Inno3D,2.00000,GDDR5
1687,NVidia,GeForce 750 Ti,KFA2,2.00000,GDDR5
1688,NVidia,GeForce 750 Ti,MSI,2.00000,GDDR5
1689,NVidia,GeForce 750 Ti,Palit,2.00000,GDDR5
1690,NVidia,GeForce 750 Ti,PNY,2.00000,GDDR5
1691,NVidia,GeForce 750 Ti,Zotac,1.00000,GDDR5
1692,NVidia,GeForce 750 Ti,Zotac,2.00000,GDDR5
1693,NVidia,GeForce 760,Asus,2.00000,GDDR5
1694,NVidia,GeForce 760,Asus,4.00000,GDDR5
1695,NVidia,GeForce 760,EVGA,2.00000,GDDR5
1696,NVidia,GeForce 760,EVGA,4.00000,GDDR5
1697,NVidia,GeForce 760,Gainward,2.00000,GDDR5
1698,NVidia,GeForce 760,GALAX,2.00000,GDDR5
1699,NVidia,GeForce 760,Gigabyte,2.00000,GDDR5
1700,NVidia,GeForce 760,Gigabyte,4.00000,GDDR5
1701,NVidia,GeForce 760,Inno3D,2.00000,GDDR5
1702,NVidia,GeForce 760,KFA2,2.00000,GDDR5
1703,NVidia,GeForce 760,MSI,2.00000,GDDR5
1704,NVidia,GeForce 760,MSI,4.00000,GDDR5
1705,NVidia,GeForce 760,Palit,2.00000,GDDR5
1706,NVidia,GeForce 760,PNY,2.00000,GDDR5
1707,NVidia,GeForce 760,Zotac,2.00000,GDDR5
1708,NVidia,GeForce 760,Zotac,4.00000,GDDR5
1709,NVidia,GeForce 7600,Asus,.25000,GDDR
1710,NVidia,GeForce 7600,Asus,.50000,GDDR2
1711,NVidia,GeForce 7600,EVGA,.50000,GDDR2
1712,NVidia,GeForce 7600,Gainward,.25000,GDDR3
1713,NVidia,GeForce 7600,Gigabyte,.25000,GDDR2
1714,NVidia,GeForce 7600,Inno3D,.25000,GDDR3
1715,NVidia,GeForce 7600,Jetway,.25000,GDDR2
1716,NVidia,GeForce 7600,Jetway,.25000,GDDR3
1717,NVidia,GeForce 7600,Jetway,.50000,GDDR2
1718,NVidia,GeForce 7600,MSI,.25000,GDDR3
1719,NVidia,GeForce 7600,Sparkle,.25000,GDDR2
1720,NVidia,GeForce 7600,Sparkle,.25000,GDDR3
1721,NVidia,GeForce 7600,XFX,.25000,GDDR3
1722,NVidia,GeForce 770,AMD,2.00000,GDDR5
1723,NVidia,GeForce 770,Asus,2.00000,GDDR5
1724,NVidia,GeForce 770,Asus,4.00000,GDDR5
1725,NVidia,GeForce 770,EVGA,2.00000,GDDR5
1726,NVidia,GeForce 770,EVGA,4.00000,GDDR5
1727,NVidia,GeForce 770,Gainward,2.00000,GDDR5
1728,NVidia,GeForce 770,Gainward,4.00000,GDDR5
1729,NVidia,GeForce 770,GALAX,2.00000,GDDR5
1730,NVidia,GeForce 770,GALAX,4.00000,GDDR5
1731,NVidia,GeForce 770,Gigabyte,2.00000,GDDR5
1732,NVidia,GeForce 770,Gigabyte,4.00000,GDDR5
1733,NVidia,GeForce 770,Inno3D,2.00000,GDDR5
1734,NVidia,GeForce 770,KFA2,2.00000,GDDR5
1735,NVidia,GeForce 770,MSI,2.00000,GDDR5
1736,NVidia,GeForce 770,MSI,4.00000,GDDR5
1737,NVidia,GeForce 770,NVidia,2.00000,GDDR5
1738,NVidia,GeForce 770,Palit,2.00000,GDDR5
1739,NVidia,GeForce 770,PNY,2.00000,GDDR5
1740,NVidia,GeForce 770,PNY,4.00000,GDDR5
1741,NVidia,GeForce 770,Zotac,2.00000,GDDR5
1742,NVidia,GeForce 770,Zotac,4.00000,GDDR5
1743,NVidia,GeForce 780,Asus,3.00000,GDDR5
1744,NVidia,GeForce 780,Asus,6.00000,GDDR5
1745,NVidia,GeForce 780,EVGA,3.00000,GDDR5
1746,NVidia,GeForce 780,Gainward,3.00000,GDDR5
1747,NVidia,GeForce 780,Gainward,6.00000,GDDR5
1748,NVidia,GeForce 780,GALAX,3.00000,GDDR5
1749,NVidia,GeForce 780,Gigabyte,3.00000,GDDR5
1750,NVidia,GeForce 780,KFA2,3.00000,GDDR5
1751,NVidia,GeForce 780,MSI,3.00000,GDDR5
1752,NVidia,GeForce 780,MSI,6.00000,GDDR5
1753,NVidia,GeForce 780,Palit,3.00000,GDDR5
1754,NVidia,GeForce 780,PNY,3.00000,GDDR5
1755,NVidia,GeForce 780,Zotac,3.00000,GDDR5
1756,NVidia,GeForce 780 Ti,Asus,3.00000,GDDR5
1757,NVidia,GeForce 780 Ti,EVGA,3.00000,GDDR5
1758,NVidia,GeForce 780 Ti,Gainward,3.00000,GDDR5
1759,NVidia,GeForce 780 Ti,GALAX,3.00000,GDDR5
1760,NVidia,GeForce 780 Ti,Gigabyte,3.00000,GDDR5
1761,NVidia,GeForce 780 Ti,KFA2,3.00000,GDDR5
1762,NVidia,GeForce 780 Ti,MSI,3.00000,GDDR5
1763,NVidia,GeForce 780 Ti,PNY,3.00000,GDDR5
1764,NVidia,GeForce 780 Ti,Zotac,3.00000,GDDR5
1765,NVidia,GeForce 7900,Asus,.25000,GDDR3
1766,NVidia,GeForce 7900,Point of View,.50000,GDDR3
1767,NVidia,GeForce 7900,Sparkle,.25000,GDDR3
1768,NVidia,GeForce 7900,XFX,.25000,GDDR3
1769,NVidia,GeForce 7950,EVGA,.50000,GDDR3
1770,NVidia,GeForce 7950,Gainward,.50000,GDDR3
1771,NVidia,GeForce 7950,Gigabyte,.50000,GDDR3
1772,NVidia,GeForce 7950,Inno3D,.50000,GDDR3
1773,NVidia,GeForce 7950,XFX,.25000,GDDR3
1774,NVidia,GeForce 8400,Asus,.50000,GDDR2
1775,NVidia,GeForce 8400,Asus,1.00000,GDDR3
1776,NVidia,GeForce 8400,BFG Technologies,.50000,GDDR
1777,NVidia,GeForce 8400,ECS Elitegroup,.50000,GDDR2
1778,NVidia,GeForce 8400,ECS Elitegroup,1.00000,GDDR2
1779,NVidia,GeForce 8400,EVGA,.25000,GDDR
1780,NVidia,GeForce 8400,EVGA,.50000,GDDR2
1781,NVidia,GeForce 8400,EVGA,.50000,GDDR3
1782,NVidia,GeForce 8400,EVGA,1.00000,GDDR3
1783,NVidia,GeForce 8400,Gainward,.25000,GDDR2
1784,NVidia,GeForce 8400,Gainward,.50000,GDDR3
1785,NVidia,GeForce 8400,Gainward,1.00000,GDDR3
1786,NVidia,GeForce 8400,GALAX,.50000,GDDR3
1787,NVidia,GeForce 8400,Gigabyte,.25000,GDDR2
1788,NVidia,GeForce 8400,Gigabyte,.50000,GDDR3
1789,NVidia,GeForce 8400,Inno3D,.25000,GDDR2
1790,NVidia,GeForce 8400,MSI,.25000,GDDR2
1791,NVidia,GeForce 8400,MSI,.50000,GDDR2
1792,NVidia,GeForce 8400,MSI,1.00000,GDDR3
1793,NVidia,GeForce 8400,PNY,.50000,GDDR2
1794,NVidia,GeForce 8400,PNY,.50000,GDDR3
1795,NVidia,GeForce 8400,Sparkle,.50000,GDDR2
1796,NVidia,GeForce 8400,XFX,.25000,GDDR2
1797,NVidia,GeForce 8400,XFX,.50000,GDDR2
1798,NVidia,GeForce 8400,XpertVision,.25000,GDDR2
1799,NVidia,GeForce 8400,Zotac,.25000,GDDR3
1800,NVidia,GeForce 8400,Zotac,.50000,GDDR2
1801,NVidia,GeForce 8400,Zotac,1.00000,GDDR3
1802,NVidia,GeForce 8500,Asus,.25000,GDDR2
1803,NVidia,GeForce 8500,Biostar,.25000,GDDR2
1804,NVidia,GeForce 8500,EVGA,.50000,GDDR
1805,NVidia,GeForce 8500,Inno3D,.50000,GDDR2
1806,NVidia,GeForce 8500,Sparkle,.50000,GDDR2
1807,NVidia,GeForce 8500,XFX,.25000,GDDR2
1808,NVidia,GeForce 8500,XFX,.50000,GDDR2
1809,NVidia,GeForce 8500,XFX,1.00000,GDDR2
1810,NVidia,GeForce 8600,Asus,.25000,GDDR3
1811,NVidia,GeForce 8600,BFG Technologies,.50000,GDDR3
1812,NVidia,GeForce 8600,EVGA,.25000,GDDR3
1813,NVidia,GeForce 8600,EVGA,.50000,GDDR
1814,NVidia,GeForce 8600,Gigabyte,.31250,GDDR3
1815,NVidia,GeForce 8600,Gigabyte,.50000,GDDR2
1816,NVidia,GeForce 8600,MSI,.25000,GDDR2
1817,NVidia,GeForce 8600,MSI,.25000,GDDR3
1818,NVidia,GeForce 8600,Sparkle,.50000,GDDR2
1819,NVidia,GeForce 8600,XFX,.25000,GDDR3
1820,NVidia,GeForce 8600,XFX,.50000,GDDR2
1821,NVidia,GeForce 8600,XpertVision,.50000,GDDR2
1822,NVidia,GeForce 8600,XpertVision,.50000,GDDR3
1823,NVidia,GeForce 8800,Albatron,.62500,GDDR3
1824,NVidia,GeForce 8800,Asus,.31250,GDDR3
1825,NVidia,GeForce 8800,Asus,.37500,GDDR3
1826,NVidia,GeForce 8800,Asus,.75000,GDDR3
1827,NVidia,GeForce 8800,BFG Technologies,.50000,GDDR3
1828,NVidia,GeForce 8800,BFG Technologies,.75000,GDDR3
1829,NVidia,GeForce 8800,EVGA,.50000,GDDR3
1830,NVidia,GeForce 8800,EVGA,.62500,GDDR3
1831,NVidia,GeForce 8800,EVGA,.75000,GDDR3
1832,NVidia,GeForce 8800,Gainward,.62500,GDDR3
1833,NVidia,GeForce 8800,Gainward,.75000,GDDR3
1834,NVidia,GeForce 8800,Gigabyte,.25000,GDDR3
1835,NVidia,GeForce 8800,Gigabyte,.50000,GDDR3
1836,NVidia,GeForce 8800,Gigabyte,.62500,GDDR3
1837,NVidia,GeForce 8800,Gigabyte,.75000,GDDR3
1838,NVidia,GeForce 8800,Inno3D,.50000,GDDR3
1839,NVidia,GeForce 8800,Inno3D,.62500,GDDR3
1840,NVidia,GeForce 8800,Inno3D,.75000,GDDR3
1841,NVidia,GeForce 8800,MSI,.50000,GDDR3
1842,NVidia,GeForce 8800,MSI,.75000,GDDR3
1843,NVidia,GeForce 8800,Palit,.50000,GDDR3
1844,NVidia,GeForce 8800,Sparkle,.50000,GDDR3
1845,NVidia,GeForce 8800,Sparkle,.75000,GDDR3
1846,NVidia,GeForce 8800,Sparkle,1.00000,GDDR3
1847,NVidia,GeForce 8800,XFX,.37500,GDDR3
1848,NVidia,GeForce 8800,XFX,.50000,GDDR3
1849,NVidia,GeForce 8800,XFX,.62500,GDDR3
1850,NVidia,GeForce 8800,XFX,.75000,GDDR3
1851,NVidia,GeForce 8800,XpertVision,.50000,GDDR3
1852,NVidia,GeForce 8800,XpertVision,.62500,GDDR3
1853,NVidia,GeForce 9400,Asus,.50000,GDDR2
1854,NVidia,GeForce 9400,BFG Technologies,.50000,GDDR2
1855,NVidia,GeForce 9400,EVGA,.50000,GDDR2
1856,NVidia,GeForce 9400,EVGA,1.00000,GDDR2
1857,NVidia,GeForce 9400,XFX,.50000,GDDR2
1858,NVidia,GeForce 9400,XFX,1.00000,GDDR2
1859,NVidia,GeForce 950,Asus,2.00000,GDDR5
1860,NVidia,GeForce 950,EVGA,2.00000,GDDR5
1861,NVidia,GeForce 950,Gainward,2.00000,GDDR5
1862,NVidia,GeForce 950,GALAX,2.00000,GDDR5
1863,NVidia,GeForce 950,Gigabyte,2.00000,GDDR5
1864,NVidia,GeForce 950,Inno3D,2.00000,GDDR5
1865,NVidia,GeForce 950,MSI,2.00000,GDDR5
1866,NVidia,GeForce 950,Palit,2.00000,GDDR5
1867,NVidia,GeForce 950,PNY,2.00000,GDDR5
1868,NVidia,GeForce 950,Zotac,2.00000,GDDR5
1869,NVidia,GeForce 9500,Asus,.50000,GDDR2
1870,NVidia,GeForce 9500,ECS Elitegroup,1.00000,GDDR2
1871,NVidia,GeForce 9500,EVGA,1.00000,GDDR3
1872,NVidia,GeForce 9500,Gainward,.50000,GDDR2
1873,NVidia,GeForce 9500,Palit,1.00000,GDDR2
1874,NVidia,GeForce 9500,PNY,1.00000,GDDR2
1875,NVidia,GeForce 9500,XFX,.50000,GDDR2
1876,NVidia,GeForce 9500,XFX,.50000,GDDR3
1877,NVidia,GeForce 9500,XFX,1.00000,GDDR2
1878,NVidia,GeForce 9500,Zotac,.50000,GDDR2
1879,NVidia,GeForce 960,Asus,2.00000,GDDR5
1880,NVidia,GeForce 960,Asus,4.00000,GDDR5
1881,NVidia,GeForce 960,EVGA,2.00000,GDDR5
1882,NVidia,GeForce 960,EVGA,4.00000,GDDR5
1883,NVidia,GeForce 960,Gainward,2.00000,GDDR5
1884,NVidia,GeForce 960,GALAX,2.00000,GDDR5
1885,NVidia,GeForce 960,Gigabyte,2.00000,GDDR5
1886,NVidia,GeForce 960,Gigabyte,4.00000,GDDR5
1887,NVidia,GeForce 960,Inno3D,2.00000,GDDR5
1888,NVidia,GeForce 960,KFA2,2.00000,GDDR5
1889,NVidia,GeForce 960,MSI,2.00000,GDDR5
1890,NVidia,GeForce 960,MSI,4.00000,GDDR5
1891,NVidia,GeForce 960,Palit,2.00000,GDDR5
1892,NVidia,GeForce 960,Palit,4.00000,GDDR5
1893,NVidia,GeForce 960,PNY,2.00000,GDDR5
1894,NVidia,GeForce 960,PNY,4.00000,GDDR5
1895,NVidia,GeForce 960,Zogis,2.00000,GDDR5
1896,NVidia,GeForce 960,Zotac,2.00000,GDDR5
1897,NVidia,GeForce 960,Zotac,4.00000,GDDR5
1898,NVidia,GeForce 9600,Asus,.50000,GDDR3
1899,NVidia,GeForce 9600,BFG Technologies,.50000,GDDR3
1900,NVidia,GeForce 9600,EVGA,.50000,GDDR3
1901,NVidia,GeForce 9600,EVGA,1.50000,GDDR2
1902,NVidia,GeForce 9600,Gigabyte,.50000,GDDR3
1903,NVidia,GeForce 9600,MSI,1.00000,GDDR
1904,NVidia,GeForce 9600,Sparkle,.50000,GDDR3
1905,NVidia,GeForce 9600,XpertVision,.50000,GDDR3
1906,NVidia,GeForce 9600,Zotac,.50000,GDDR3
1907,NVidia,GeForce 970,Asus,4.00000,GDDR5
1908,NVidia,GeForce 970,EVGA,4.00000,GDDR5
1909,NVidia,GeForce 970,Gainward,4.00000,GDDR5
1910,NVidia,GeForce 970,GALAX,4.00000,GDDR5
1911,NVidia,GeForce 970,Gigabyte,4.00000,GDDR5
1912,NVidia,GeForce 970,Inno3D,4.00000,GDDR5
1913,NVidia,GeForce 970,MSI,4.00000,GDDR5
1914,NVidia,GeForce 970,NVidia,4.00000,GDDR5
1915,NVidia,GeForce 970,OcUK,4.00000,GDDR5
1916,NVidia,GeForce 970,Palit,4.00000,GDDR5
1917,NVidia,GeForce 970,PNY,4.00000,GDDR5
1918,NVidia,GeForce 970,Zogis,4.00000,GDDR5
1919,NVidia,GeForce 970,Zotac,4.00000,GDDR5
1920,NVidia,GeForce 980,AMD,4.00000,GDDR5
1921,NVidia,GeForce 980,Asus,4.00000,GDDR5
1922,NVidia,GeForce 980,EVGA,4.00000,GDDR5
1923,NVidia,GeForce 980,Gainward,4.00000,GDDR5
1924,NVidia,GeForce 980,GALAX,4.00000,GDDR5
1925,NVidia,GeForce 980,Gigabyte,4.00000,GDDR5
1926,NVidia,GeForce 980,Inno3D,4.00000,GDDR5
1927,NVidia,GeForce 980,KFA2,4.00000,GDDR5
1928,NVidia,GeForce 980,MSI,4.00000,GDDR5
1929,NVidia,GeForce 980,NVidia,4.00000,GDDR5
1930,NVidia,GeForce 980,OcUK,4.00000,GDDR5
1931,NVidia,GeForce 980,Palit,4.00000,GDDR5
1932,NVidia,GeForce 980,PNY,4.00000,GDDR5
1933,NVidia,GeForce 980,Zogis,4.00000,GDDR5
1934,NVidia,GeForce 980,Zotac,4.00000,GDDR5
1935,NVidia,GeForce 980 Ti,AMD,6.00000,GDDR5
1936,NVidia,GeForce 980 Ti,Asus,6.00000,GDDR5
1937,NVidia,GeForce 980 Ti,EVGA,6.00000,GDDR5
1938,NVidia,GeForce 980 Ti,GALAX,6.00000,GDDR5
1939,NVidia,GeForce 980 Ti,Gigabyte,6.00000,GDDR5
1940,NVidia,GeForce 980 Ti,Inno3D,6.00000,GDDR5
1941,NVidia,GeForce 980 Ti,KFA2,6.00000,GDDR5
1942,NVidia,GeForce 980 Ti,Manli,6.00000,GDDR5
1943,NVidia,GeForce 980 Ti,MSI,6.00000,GDDR5
1944,NVidia,GeForce 980 Ti,OcUK,6.00000,GDDR5
1945,NVidia,GeForce 980 Ti,Palit,6.00000,GDDR5
1946,NVidia,GeForce 980 Ti,PNY,6.00000,GDDR5
1947,NVidia,GeForce 980 Ti,Zotac,6.00000,GDDR5
1948,NVidia,GeForce 9800,Asus,.50000,GDDR3
1949,NVidia,GeForce 9800,BFG Technologies,.50000,GDDR3
1950,NVidia,GeForce 9800,BFG Technologies,1.00000,GDDR3
1951,NVidia,GeForce 9800,EVGA,.50000,GDDR3
1952,NVidia,GeForce 9800,EVGA,1.00000,GDDR3
1953,NVidia,GeForce 9800,Gigabyte,1.00000,GDDR3
1954,NVidia,GeForce 9800,Sparkle,.50000,GDDR3
1955,NVidia,GeForce 9800,XFX,.50000,GDDR3
1956,NVidia,GeForce 9800,XpertVision,.50000,GDDR3
1957,NVidia,GeForce 9800,Zotac,.50000,GDDR3
1958,NVidia,GeForce 9800,Zotac,1.00000,GDDR3
1959,NVidia,GeForce Titan V,NVidia,12.00000,HBM2
1960,NVidia,GeForce Titan X,Asus,6.00000,GDDR5
1961,NVidia,GeForce Titan X,Asus,12.00000,GDDR5
1962,NVidia,GeForce Titan X,EVGA,6.00000,GDDR5
1963,NVidia,GeForce Titan X,EVGA,12.00000,GDDR5
1964,NVidia,GeForce Titan X,GALAX,12.00000,GDDR5
1965,NVidia,GeForce Titan X,Gigabyte,6.00000,GDDR5
1966,NVidia,GeForce Titan X,Gigabyte,12.00000,GDDR5
1967,NVidia,GeForce Titan X,MSI,6.00000,GDDR5
1968,NVidia,GeForce Titan X,MSI,12.00000,GDDR5
1969,NVidia,GeForce Titan X,NVidia,12.00000,GDDR5
1970,NVidia,GeForce Titan X,NVidia,12.00000,GDDR5X
1971,NVidia,GeForce Titan X,OcUK,12.00000,GDDR5
1972,NVidia,GeForce Titan X,Palit,12.00000,GDDR5
1973,NVidia,GeForce Titan X,PNY,12.00000,GDDR5
1974,NVidia,GeForce Titan X,Zotac,6.00000,GDDR5
1975,NVidia,GeForce Titan X,Zotac,12.00000,GDDR5
1976,NVidia,Quadro 2000,PNY,1.00000,GDDR5
1977,NVidia,Quadro 2000,PNY,4.00000,GDDR5
1978,NVidia,Quadro 2000,PNY,6.00000,GDDR5
1979,NVidia,Quadro 2000D,PNY,1.00000,GDDR5
